"departurePoint","departureDate","totalCapacity","availableSeats","status","basePrice","trafficJam","weather","weatherSource","weatherTemperature","weatherWindSpeed","weatherPrecipitation","trajetId","actualDelayMinutes"
"Nabeul","2024-05-11T17:45:00","34","5","COMPLETED","32.46","false","SUNNY","AUTO","36.4","19.5","0.7","52","5"
"Gabes","2022-06-12T13:30:00","29","24","COMPLETED","9.38","true","RAIN","AUTO","10.1","53.3","29.8","56","73"
"Nabeul","2023-07-24T11:30:00","44","44","COMPLETED","45.58","true","SUNNY","AUTO","30.5","6.3","0.4","43","37"
"Gabes","2023-10-02T05:00:00","45","40","COMPLETED","59.01","true","RAIN","AUTO","11.9","28.5","10.7","54","50"
"Medenine","2022-10-21T10:30:00","36","13","COMPLETED","48.73","false","STORM","AUTO","9.4","76.9","69.8","58","79"
"Tozeur","2023-08-16T03:45:00","27","11","COMPLETED","74.35","true","RAIN","AUTO","13.1","24.1","13.0","65","22"
"Tataouine","2022-07-07T09:30:00","24","21","COMPLETED","65.37","false","RAIN","AUTO","19.5","33.9","28.5","57","21"
"Sidi Bouzid","2022-11-04T07:30:00","13","5","COMPLETED","64.61","false","SUNNY","AUTO","33.1","20.9","0.9","50","16"
"Hammamet","2024-08-03T03:30:00","34","15","COMPLETED","14.14","false","RAIN","AUTO","19.3","25.9","26.6","55","18"
"Beja","2024-04-28T15:00:00","11","1","COMPLETED","19.29","false","STORM","AUTO","14.8","115.0","34.8","50","65"
"Kairouan","2023-04-13T13:15:00","58","52","COMPLETED","18.37","false","SANDSTORM","AUTO","38.6","62.9","0.0","60","32"
"Beja","2023-10-22T21:15:00","38","33","COMPLETED","64.81","true","STORM","AUTO","16.6","120.0","51.8","52","91"
"Hammamet","2023-03-19T07:15:00","52","17","COMPLETED","21.04","false","RAIN","AUTO","13.9","41.1","15.5","69","29"
"Sousse","2022-10-01T02:15:00","30","19","COMPLETED","17.39","false","SUNNY","AUTO","23.6","16.3","0.8","59","10"
"Djerba","2023-03-21T13:00:00","40","3","COMPLETED","21.78","false","SUNNY","AUTO","32.9","9.8","0.5","43","6"
"El Kef","2023-03-09T13:45:00","12","8","COMPLETED","35.94","true","SUNNY","AUTO","37.8","8.0","0.7","7","26"
"Medenine","2024-10-15T09:00:00","32","16","COMPLETED","11.5","false","SUNNY","AUTO","24.5","22.7","1.0","62","18"
"El Kef","2023-08-31T11:00:00","16","1","COMPLETED","60.75","false","SUNNY","AUTO","30.4","23.0","0.0","50","14"
"Kairouan","2023-04-22T14:15:00","38","2","COMPLETED","33.84","true","SUNNY","AUTO","28.5","15.2","0.4","50","52"
"Tunis","2024-01-19T03:00:00","59","40","COMPLETED","43.99","false","RAIN","AUTO","15.5","26.0","13.0","67","21"
"Zarzis","2024-07-10T08:45:00","51","27","COMPLETED","18.33","true","RAIN","AUTO","13.6","44.7","18.9","54","53"
"Sousse","2022-09-03T11:15:00","26","15","COMPLETED","46.28","false","SUNNY","AUTO","36.0","21.0","0.1","12","11"
"Gafsa","2024-11-22T09:15:00","35","6","COMPLETED","15.58","true","SANDSTORM","AUTO","33.4","80.0","0.0","64","70"
"Sousse","2024-07-03T16:45:00","21","11","COMPLETED","58.03","true","RAIN","AUTO","16.5","29.2","16.0","72","53"
"Sfax","2024-11-04T20:45:00","50","20","COMPLETED","9.85","false","SUNNY","AUTO","30.7","23.7","0.3","70","17"
"Ariana","2024-03-13T20:45:00","53","0","COMPLETED","23.64","true","SUNNY","AUTO","29.0","7.4","0.2","56","46"
"Jendouba","2023-06-04T17:15:00","36","1","COMPLETED","25.82","false","SUNNY","AUTO","32.0","15.3","0.9","53","0"
"Mahdia","2024-11-30T08:15:00","14","0","COMPLETED","23.48","false","SUNNY","AUTO","25.4","6.7","0.3","69","13"
"Sousse","2024-06-19T00:00:00","11","11","COMPLETED","67.19","true","SUNNY","AUTO","30.1","18.3","0.0","51","44"
"Gabes","2024-05-01T16:15:00","32","18","COMPLETED","5.19","false","RAIN","AUTO","15.9","41.6","5.8","66","31"
"Sidi Bouzid","2024-04-22T04:15:00","44","8","COMPLETED","23.43","false","RAIN","AUTO","13.4","32.4","25.5","67","39"
"Gabes","2023-11-12T07:15:00","60","42","COMPLETED","75.72","false","SANDSTORM","AUTO","41.6","51.1","0.0","58","40"
"Kairouan","2022-12-14T10:00:00","17","16","COMPLETED","73.42","false","SUNNY","AUTO","29.0","16.3","0.7","3","16"
"El Kef","2022-10-26T16:00:00","55","17","COMPLETED","49.86","true","RAIN","AUTO","14.4","23.8","22.9","71","52"
"Siliana","2024-06-01T09:15:00","58","2","COMPLETED","14.22","true","STORM","AUTO","17.2","92.4","38.7","66","64"
"Siliana","2023-05-05T23:45:00","16","13","COMPLETED","37.77","false","RAIN","AUTO","17.9","30.4","28.3","53","35"
"Tunis","2024-05-14T07:15:00","10","7","COMPLETED","13.61","false","RAIN","AUTO","18.7","30.9","18.2","62","40"
"Nabeul","2024-06-20T16:00:00","25","21","COMPLETED","23.72","true","SUNNY","AUTO","36.5","10.3","0.8","57","38"
"Sousse","2023-05-08T01:15:00","51","1","COMPLETED","68.7","true","SUNNY","AUTO","32.2","13.4","0.7","12","31"
"Sfax","2023-03-07T07:30:00","51","9","COMPLETED","14.25","false","SANDSTORM","AUTO","30.0","44.1","0.0","12","69"
"Monastir","2024-01-11T22:45:00","20","8","COMPLETED","43.72","false","SANDSTORM","AUTO","41.9","80.6","0.0","63","69"
"Sousse","2023-03-20T14:00:00","55","45","COMPLETED","47.88","false","SUNNY","AUTO","28.1","7.7","0.1","7","8"
"El Kef","2023-11-19T11:15:00","57","8","COMPLETED","54.73","false","STORM","AUTO","10.0","61.2","79.8","69","74"
"Djerba","2022-08-06T20:45:00","34","10","COMPLETED","62.64","false","SUNNY","AUTO","33.1","8.1","0.5","54","17"
"Tunis","2022-07-04T05:15:00","27","20","COMPLETED","5.15","true","SUNNY","AUTO","35.4","9.1","0.6","55","38"
"Hammamet","2024-07-06T12:45:00","32","32","COMPLETED","38.03","false","SANDSTORM","AUTO","28.4","51.7","0.0","43","71"
"Gafsa","2023-11-24T21:00:00","29","24","COMPLETED","7.5","false","SUNNY","AUTO","27.4","5.3","1.0","55","8"
"Siliana","2024-03-15T15:00:00","38","25","COMPLETED","48.2","false","SUNNY","AUTO","36.5","16.3","0.2","53","5"
"Kebili","2023-09-11T05:15:00","56","12","COMPLETED","33.78","true","RAIN","AUTO","17.3","22.8","5.6","71","47"
"Siliana","2024-10-15T09:00:00","48","18","COMPLETED","37.67","false","SUNNY","AUTO","35.7","7.3","0.3","70","12"
"Kairouan","2023-01-16T23:30:00","40","18","COMPLETED","10.91","false","SUNNY","AUTO","31.9","15.2","0.6","61","15"
"Jendouba","2024-01-28T09:15:00","49","40","COMPLETED","69.3","true","SUNNY","AUTO","37.1","17.0","0.1","57","54"
"El Kef","2024-08-20T17:00:00","45","37","COMPLETED","11.18","false","SANDSTORM","AUTO","39.8","74.5","0.0","67","71"
"Zaghouan","2024-09-11T10:30:00","26","10","COMPLETED","19.35","false","SUNNY","AUTO","34.4","15.9","0.4","2","14"
"El Kef","2024-07-13T11:30:00","9","0","COMPLETED","7.45","false","SANDSTORM","AUTO","31.1","56.7","0.0","43","33"
"Mahdia","2024-03-20T05:15:00","48","36","COMPLETED","61.98","false","STORM","AUTO","10.6","92.4","39.0","68","31"
"Sousse","2025-01-11T09:45:00","58","31","COMPLETED","78.81","true","RAIN","AUTO","13.5","47.2","26.4","64","38"
"Gafsa","2022-06-15T02:45:00","59","16","COMPLETED","11.24","true","SUNNY","AUTO","29.4","17.4","0.9","51","35"
"Kasserine","2025-02-14T15:30:00","22","17","COMPLETED","55.69","false","SUNNY","AUTO","33.0","6.1","1.0","49","3"
"Sfax","2024-12-03T10:00:00","41","25","COMPLETED","40.4","false","SUNNY","AUTO","25.0","21.9","0.3","69","0"
"Monastir","2024-01-14T22:45:00","10","1","COMPLETED","13.59","false","RAIN","AUTO","16.4","46.0","16.7","68","40"
"Monastir","2024-02-06T22:30:00","25","11","COMPLETED","50.76","true","STORM","AUTO","9.0","98.0","30.7","5","60"
"Sfax","2023-06-24T20:45:00","55","1","COMPLETED","19.14","false","SUNNY","AUTO","34.0","21.8","0.6","53","18"
"Gabes","2022-09-10T06:45:00","49","32","COMPLETED","36.39","false","SUNNY","AUTO","30.6","7.1","0.3","52","14"
"Tunis","2025-01-20T12:15:00","28","20","COMPLETED","41.27","true","SANDSTORM","AUTO","35.8","71.7","0.0","51","104"
"Nabeul","2024-12-01T13:45:00","14","3","COMPLETED","72.23","false","RAIN","AUTO","11.0","22.6","12.1","51","37"
"Gabes","2022-07-13T15:00:00","40","4","COMPLETED","58.27","false","SUNNY","AUTO","31.0","16.1","0.5","5","1"
"Tozeur","2023-09-09T02:00:00","34","17","COMPLETED","40.25","false","STORM","AUTO","15.0","90.6","59.0","57","36"
"Siliana","2025-02-01T06:30:00","54","52","COMPLETED","46.71","false","SANDSTORM","AUTO","33.4","80.8","0.0","3","56"
"Medenine","2023-02-03T09:45:00","17","10","COMPLETED","7.29","true","SUNNY","AUTO","35.5","13.7","0.3","49","40"
"Sidi Bouzid","2024-03-06T11:15:00","26","2","COMPLETED","73.99","true","SUNNY","AUTO","31.3","19.7","0.9","52","15"
"Sfax","2024-12-10T04:45:00","11","7","COMPLETED","16.88","true","SUNNY","AUTO","32.4","19.0","0.6","65","16"
"Gabes","2022-10-19T22:15:00","20","13","COMPLETED","44.89","false","RAIN","AUTO","20.9","35.9","24.0","53","5"
"Bizerte","2024-07-24T00:30:00","13","7","COMPLETED","76.57","false","SUNNY","AUTO","28.2","21.0","0.6","67","16"
"Gafsa","2024-11-23T20:15:00","12","8","COMPLETED","8.53","true","RAIN","AUTO","10.3","52.0","20.4","55","35"
"Hammamet","2024-11-05T03:45:00","49","41","COMPLETED","23.9","false","SUNNY","AUTO","36.6","20.6","0.0","5","20"
"Djerba","2023-10-30T21:45:00","30","30","COMPLETED","34.81","false","SUNNY","AUTO","33.1","12.3","0.8","43","18"
"Kasserine","2024-01-02T15:00:00","54","13","COMPLETED","55.84","true","SUNNY","AUTO","32.9","11.7","0.6","72","42"
"Ariana","2024-12-17T13:45:00","26","22","COMPLETED","13.19","true","SUNNY","AUTO","37.0","23.2","0.7","2","61"
"Sidi Bouzid","2024-10-10T06:45:00","23","14","COMPLETED","7.33","true","SUNNY","AUTO","35.6","6.2","0.1","49","35"
"Medenine","2025-03-06T21:00:00","20","2","COMPLETED","27.14","false","SUNNY","AUTO","34.0","15.4","0.4","66","2"
"Monastir","2023-04-14T22:15:00","25","20","COMPLETED","57.46","true","SUNNY","AUTO","36.5","10.5","0.4","2","38"
"El Kef","2024-04-19T20:15:00","8","2","COMPLETED","46.27","false","STORM","AUTO","13.1","105.4","33.8","58","67"
"Zaghouan","2024-04-13T04:30:00","39","20","COMPLETED","16.34","false","SUNNY","AUTO","33.7","9.5","0.5","61","4"
"Bizerte","2023-12-12T08:15:00","8","8","COMPLETED","30.65","true","STORM","AUTO","16.9","66.1","79.9","51","64"
"Tataouine","2024-09-14T04:30:00","17","14","COMPLETED","57.45","true","SUNNY","AUTO","32.2","12.2","0.5","60","50"
"Sousse","2023-08-01T20:45:00","15","1","COMPLETED","45.07","true","SUNNY","AUTO","26.2","19.0","0.1","52","34"
"Zaghouan","2023-06-06T07:45:00","20","20","COMPLETED","45.02","false","STORM","AUTO","17.9","104.5","48.6","63","71"
"Beja","2025-02-14T16:15:00","45","26","COMPLETED","20.11","true","RAIN","AUTO","12.1","53.8","20.9","43","26"
"Sfax","2024-02-11T10:00:00","28","3","COMPLETED","22.11","true","RAIN","AUTO","13.6","25.3","12.8","64","47"
"Sfax","2023-10-07T07:00:00","22","17","COMPLETED","46.89","true","SUNNY","AUTO","24.6","11.3","0.8","58","40"
"Kebili","2025-01-22T14:15:00","34","15","COMPLETED","11.77","true","SUNNY","AUTO","27.1","22.3","1.0","66","16"
"Zarzis","2024-05-08T12:15:00","21","9","COMPLETED","20.51","false","RAIN","AUTO","11.6","53.8","29.0","7","21"
"Monastir","2022-10-19T07:30:00","48","26","COMPLETED","66.1","false","SUNNY","AUTO","25.6","13.8","0.4","58","20"
"Kasserine","2023-02-05T08:30:00","60","52","COMPLETED","8.07","false","SUNNY","AUTO","24.4","9.5","0.1","60","18"
"Zaghouan","2025-02-19T10:00:00","53","20","COMPLETED","72.4","false","SUNNY","AUTO","35.8","12.6","0.1","60","18"
"Jendouba","2022-09-30T01:15:00","55","13","COMPLETED","70.17","true","RAIN","AUTO","19.6","41.6","10.4","72","37"
"Gafsa","2023-12-07T23:15:00","31","20","COMPLETED","42.75","false","RAIN","AUTO","11.8","36.3","16.6","51","15"
"Tataouine","2023-11-15T08:45:00","36","18","COMPLETED","72.86","true","SUNNY","AUTO","31.3","22.2","0.1","72","14"
"Kasserine","2023-07-06T10:15:00","37","24","COMPLETED","57.94","false","RAIN","AUTO","11.8","30.3","12.0","51","20"
"Sfax","2025-03-09T05:45:00","33","2","COMPLETED","56.93","false","RAIN","AUTO","12.0","38.9","8.1","59","9"
"Gafsa","2023-02-06T04:00:00","45","21","COMPLETED","25.33","true","SUNNY","AUTO","26.8","15.3","1.0","12","24"
"Nabeul","2024-02-26T21:45:00","41","22","COMPLETED","14.48","false","SUNNY","AUTO","30.4","17.8","0.1","3","11"
"El Kef","2024-06-07T07:45:00","9","4","COMPLETED","23.37","false","SUNNY","AUTO","27.2","11.9","0.8","12","17"
"Tataouine","2024-12-08T21:45:00","42","31","COMPLETED","60.49","true","SUNNY","AUTO","34.8","22.6","0.8","3","47"
"Beja","2024-03-22T14:00:00","44","15","COMPLETED","32.25","false","RAIN","AUTO","21.8","47.6","27.9","52","39"
"Kasserine","2024-03-16T11:30:00","55","38","COMPLETED","30.57","false","STORM","AUTO","8.1","75.8","79.9","71","63"
"Bizerte","2023-06-10T09:15:00","8","5","COMPLETED","66.89","false","SUNNY","AUTO","34.7","6.7","0.9","3","17"
"Zaghouan","2023-09-25T18:15:00","21","8","COMPLETED","61.81","true","RAIN","AUTO","15.6","41.9","12.2","63","52"
"El Kef","2025-02-02T23:30:00","43","8","COMPLETED","25.83","false","SUNNY","AUTO","37.9","13.1","1.0","62","9"
"Zarzis","2023-03-19T04:15:00","14","4","COMPLETED","75.49","true","SUNNY","AUTO","24.7","9.8","0.8","53","40"
"Zarzis","2022-07-09T05:30:00","12","9","COMPLETED","79.13","true","SUNNY","AUTO","23.0","17.6","1.0","70","15"
"Zaghouan","2023-07-28T08:45:00","51","26","COMPLETED","66.76","true","STORM","AUTO","8.7","78.7","53.8","51","99"
"Bizerte","2022-12-18T18:00:00","51","8","COMPLETED","49.83","false","SUNNY","AUTO","33.8","20.8","0.7","67","5"
"Kebili","2023-03-22T17:00:00","47","18","COMPLETED","78.69","false","RAIN","AUTO","14.8","48.0","21.5","43","39"
"Hammamet","2022-07-05T11:00:00","51","27","COMPLETED","46.95","false","SANDSTORM","AUTO","33.7","84.0","0.0","59","21"
"Gabes","2023-10-26T18:00:00","22","13","COMPLETED","63.46","false","SUNNY","AUTO","35.2","6.8","0.8","3","0"
"Jendouba","2023-10-31T04:15:00","35","4","COMPLETED","7.91","false","RAIN","AUTO","12.1","40.3","8.8","43","19"
"Gafsa","2023-06-11T14:30:00","8","3","COMPLETED","71.71","true","SANDSTORM","AUTO","41.8","43.3","0.0","71","59"
"Monastir","2023-04-01T12:00:00","58","21","COMPLETED","79.24","true","SUNNY","AUTO","35.3","17.0","0.1","65","47"
"Bizerte","2022-08-25T15:45:00","49","16","COMPLETED","76.67","false","RAIN","AUTO","11.5","37.6","20.5","59","25"
"Jendouba","2023-05-19T15:30:00","51","40","COMPLETED","50.15","true","RAIN","AUTO","15.2","42.3","11.0","58","52"
"Kebili","2023-10-16T22:00:00","58","26","COMPLETED","34.3","true","RAIN","AUTO","10.5","48.8","11.9","62","76"
"Medenine","2023-09-16T10:00:00","13","2","COMPLETED","49.84","false","SUNNY","AUTO","24.6","10.6","0.4","61","3"
"Tozeur","2025-02-09T05:00:00","28","9","COMPLETED","41.36","true","SUNNY","AUTO","32.6","14.2","0.1","66","48"
"Beja","2024-09-20T15:30:00","50","16","COMPLETED","59.38","false","SUNNY","AUTO","32.7","24.6","0.3","64","3"
"Kebili","2024-02-01T19:00:00","45","22","COMPLETED","52.86","false","SUNNY","AUTO","33.5","11.1","0.7","69","11"
"Sfax","2023-03-04T13:30:00","42","17","COMPLETED","28.94","true","SUNNY","AUTO","30.4","23.9","0.2","7","48"
"Nabeul","2023-04-02T08:15:00","33","31","COMPLETED","79.14","false","RAIN","AUTO","18.3","49.8","22.8","61","39"
"Monastir","2023-11-05T04:45:00","17","2","COMPLETED","47.78","false","STORM","AUTO","16.8","72.0","69.6","2","78"
"Medenine","2023-12-08T22:15:00","34","33","COMPLETED","28.75","false","SUNNY","AUTO","25.6","21.1","0.1","61","18"
"Tunis","2023-02-14T22:45:00","9","7","COMPLETED","72.09","false","SUNNY","AUTO","30.3","20.5","0.9","55","13"
"Sousse","2023-08-15T11:30:00","13","0","COMPLETED","44.11","true","SUNNY","AUTO","25.9","9.8","0.1","59","45"
"Zarzis","2023-03-02T18:15:00","14","14","COMPLETED","57.33","true","STORM","AUTO","15.2","87.9","77.1","12","89"
"Sidi Bouzid","2025-02-26T07:45:00","57","23","COMPLETED","73.09","false","SUNNY","AUTO","23.6","12.4","0.1","53","8"
"Kebili","2025-02-19T11:15:00","17","5","COMPLETED","16.59","false","SUNNY","AUTO","23.6","11.1","0.0","54","10"
"Monastir","2024-11-04T03:30:00","20","9","COMPLETED","66.75","false","SUNNY","AUTO","22.9","17.4","0.9","49","6"
"Sidi Bouzid","2024-10-04T02:00:00","11","11","COMPLETED","10.75","false","STORM","AUTO","14.8","92.3","74.1","71","35"
"Kairouan","2022-06-22T11:00:00","11","3","COMPLETED","19.45","true","RAIN","AUTO","14.6","35.1","29.0","60","72"
"Mahdia","2023-02-24T20:15:00","36","12","COMPLETED","49.67","false","SANDSTORM","AUTO","28.3","89.0","0.0","55","45"
"Nabeul","2024-04-09T04:45:00","40","35","COMPLETED","13.85","false","RAIN","AUTO","16.7","43.7","26.7","5","16"
"Monastir","2024-01-30T19:00:00","23","21","COMPLETED","49.52","false","SUNNY","AUTO","25.9","20.7","0.1","12","16"
"Nabeul","2022-07-15T12:15:00","20","6","COMPLETED","12.9","false","RAIN","AUTO","21.2","50.3","9.8","7","23"
"Ariana","2025-01-27T12:00:00","16","6","COMPLETED","14.93","false","SUNNY","AUTO","26.5","11.1","0.6","61","14"
"Jendouba","2023-07-25T20:15:00","47","2","COMPLETED","53.04","false","SUNNY","AUTO","35.0","20.5","0.9","65","12"
"Tozeur","2024-10-26T19:45:00","53","21","COMPLETED","51.13","false","SUNNY","AUTO","23.3","21.4","0.1","51","15"
"Kasserine","2022-12-03T10:45:00","56","18","COMPLETED","63.39","false","STORM","AUTO","15.0","94.3","37.0","59","65"
"El Kef","2024-03-18T06:00:00","40","28","COMPLETED","20.45","false","SUNNY","AUTO","36.5","17.2","0.3","67","2"
"Gabes","2022-11-19T00:15:00","41","2","COMPLETED","69.35","false","SUNNY","AUTO","32.9","23.9","0.7","61","1"
"El Kef","2024-11-30T01:30:00","13","6","COMPLETED","55.97","false","RAIN","AUTO","17.0","52.3","25.0","55","11"
"Monastir","2024-08-21T13:45:00","44","33","COMPLETED","24.35","false","RAIN","AUTO","20.4","32.4","7.5","58","35"
"Tozeur","2022-10-28T00:30:00","19","7","COMPLETED","41.77","false","SUNNY","AUTO","30.2","12.0","0.2","52","12"
"Mahdia","2023-05-27T20:15:00","39","14","COMPLETED","12.49","false","SUNNY","AUTO","34.9","19.7","0.3","53","7"
"Ariana","2024-03-06T03:45:00","58","55","COMPLETED","20.86","true","SUNNY","AUTO","28.4","13.9","0.9","5","41"
"Sfax","2023-05-31T08:15:00","57","38","COMPLETED","34.0","false","SUNNY","AUTO","26.6","8.4","0.5","55","8"
"Nabeul","2023-12-04T21:30:00","31","7","COMPLETED","13.56","false","SUNNY","AUTO","22.8","12.0","0.8","54","11"
"Gabes","2024-02-07T17:45:00","36","4","COMPLETED","42.86","false","RAIN","AUTO","18.3","41.6","11.8","2","5"
"Sidi Bouzid","2024-01-01T18:30:00","27","13","COMPLETED","50.84","false","SUNNY","AUTO","28.5","7.3","0.6","59","11"
"Tozeur","2022-06-04T10:30:00","43","1","COMPLETED","65.14","true","SANDSTORM","AUTO","37.0","71.4","0.0","57","86"
"Siliana","2022-07-27T20:00:00","19","4","COMPLETED","43.52","true","SANDSTORM","AUTO","37.6","83.7","0.0","7","100"
"Zarzis","2024-05-16T08:00:00","40","13","COMPLETED","29.27","true","SUNNY","AUTO","30.1","20.5","0.5","70","46"
"El Kef","2022-12-03T18:30:00","18","14","COMPLETED","54.59","false","SUNNY","AUTO","32.7","9.5","0.5","51","8"
"Siliana","2022-07-02T16:00:00","29","13","COMPLETED","64.72","true","SANDSTORM","AUTO","34.7","85.8","0.0","2","92"
"Beja","2022-08-10T02:30:00","23","16","COMPLETED","26.47","false","RAIN","AUTO","12.9","31.8","13.3","58","6"
"Gabes","2023-10-03T05:45:00","42","38","COMPLETED","67.79","false","SUNNY","AUTO","37.1","7.3","0.4","60","9"
"Gabes","2023-12-24T12:00:00","9","4","COMPLETED","38.93","true","RAIN","AUTO","14.7","26.4","19.0","59","29"
"Kasserine","2022-08-08T05:45:00","32","1","COMPLETED","36.31","true","RAIN","AUTO","21.8","34.9","15.8","12","41"
"Kasserine","2022-12-25T20:45:00","51","4","COMPLETED","29.07","false","SUNNY","AUTO","24.9","11.7","0.6","7","19"
"Beja","2022-10-14T03:00:00","53","10","COMPLETED","26.21","true","RAIN","AUTO","16.0","42.3","28.9","43","57"
"Zarzis","2023-02-15T04:30:00","18","6","COMPLETED","18.14","true","SUNNY","AUTO","32.0","21.1","0.9","12","40"
"Jendouba","2022-06-15T01:45:00","28","21","COMPLETED","75.1","false","STORM","AUTO","10.9","66.0","68.1","59","35"
"Sidi Bouzid","2024-04-23T09:45:00","46","40","COMPLETED","70.93","false","SUNNY","AUTO","35.2","14.0","0.2","3","5"
"Jendouba","2022-06-16T08:45:00","14","10","COMPLETED","9.33","false","SUNNY","AUTO","32.5","15.2","0.9","54","6"
"Tunis","2022-06-10T13:00:00","10","0","COMPLETED","46.88","true","SUNNY","AUTO","33.3","20.7","1.0","57","47"
"Ariana","2023-03-06T23:00:00","37","28","COMPLETED","70.98","false","STORM","AUTO","8.1","84.1","45.4","61","61"
"Sidi Bouzid","2024-06-02T03:00:00","37","13","COMPLETED","6.22","false","STORM","AUTO","17.7","79.9","51.0","69","38"
"Ariana","2024-01-05T22:45:00","37","2","COMPLETED","69.68","true","STORM","AUTO","15.1","86.2","47.3","70","97"
"Bizerte","2022-11-27T22:15:00","59","10","COMPLETED","42.19","false","SUNNY","AUTO","24.1","6.2","0.9","55","17"
"Zaghouan","2023-05-10T18:30:00","16","14","COMPLETED","37.08","false","SUNNY","AUTO","24.0","19.6","0.6","50","7"
"Monastir","2024-10-08T02:30:00","57","12","COMPLETED","18.85","false","SUNNY","AUTO","36.4","19.8","0.3","12","19"
"Kairouan","2023-08-07T01:45:00","40","32","COMPLETED","53.17","false","SUNNY","AUTO","27.0","9.8","1.0","2","13"
"Siliana","2024-03-21T03:45:00","58","10","COMPLETED","19.14","true","SUNNY","AUTO","27.2","8.1","1.0","43","44"
"Zarzis","2022-07-08T05:45:00","19","18","COMPLETED","74.16","true","SUNNY","AUTO","37.6","20.1","0.1","58","39"
"Bizerte","2024-02-02T21:45:00","30","2","COMPLETED","15.58","false","SUNNY","AUTO","26.7","24.4","0.1","72","8"
"Bizerte","2023-10-13T10:45:00","39","13","COMPLETED","30.07","false","SANDSTORM","AUTO","35.9","56.1","0.0","7","30"
"Kasserine","2025-01-29T09:00:00","36","35","COMPLETED","54.53","false","STORM","AUTO","11.1","105.2","33.7","50","90"
"Hammamet","2023-03-05T22:00:00","21","13","COMPLETED","17.67","false","SUNNY","AUTO","33.6","13.9","0.7","54","14"
"Nabeul","2025-02-25T15:15:00","11","2","COMPLETED","34.85","false","SUNNY","AUTO","28.2","11.5","0.6","65","12"
"Ariana","2023-01-24T23:00:00","35","24","COMPLETED","56.97","false","SANDSTORM","AUTO","40.1","84.5","0.0","2","51"
"Zarzis","2023-03-20T10:45:00","16","8","COMPLETED","12.77","false","SUNNY","AUTO","26.0","14.5","0.6","62","0"
"Kasserine","2023-03-14T08:45:00","52","7","COMPLETED","34.15","true","SUNNY","AUTO","37.6","7.0","0.2","63","34"
"Tataouine","2023-12-17T06:30:00","37","12","COMPLETED","63.44","false","RAIN","AUTO","14.7","26.6","28.7","64","28"
"Medenine","2024-01-26T22:45:00","33","0","COMPLETED","6.88","false","SUNNY","AUTO","25.1","23.3","0.9","60","4"
"Kebili","2023-02-10T02:45:00","22","5","COMPLETED","38.56","false","RAIN","AUTO","20.7","33.5","29.0","51","20"
"Medenine","2022-11-08T14:15:00","26","25","COMPLETED","51.86","false","STORM","AUTO","16.7","70.7","58.1","51","59"
"Kairouan","2024-01-05T22:30:00","10","3","COMPLETED","48.93","false","RAIN","AUTO","16.8","28.6","16.6","68","17"
"Nabeul","2024-04-28T15:45:00","58","22","COMPLETED","27.25","false","RAIN","AUTO","11.5","25.3","23.5","43","40"
"Kairouan","2025-01-25T13:45:00","47","32","COMPLETED","68.56","false","SUNNY","AUTO","23.7","24.8","0.7","62","6"
"Zaghouan","2023-11-01T07:15:00","15","5","COMPLETED","43.51","false","RAIN","AUTO","21.5","22.5","13.8","65","33"
"Sfax","2023-04-30T06:00:00","51","0","COMPLETED","7.18","false","SUNNY","AUTO","29.1","8.9","0.9","61","11"
"Sousse","2024-01-07T20:30:00","19","13","COMPLETED","15.73","true","SUNNY","AUTO","25.6","16.1","0.7","72","15"
"Beja","2022-07-01T02:15:00","47","36","COMPLETED","56.76","false","SUNNY","AUTO","31.0","18.8","0.5","71","6"
"Mahdia","2024-01-29T09:45:00","36","29","COMPLETED","42.0","false","SUNNY","AUTO","24.1","21.4","0.3","56","1"
"Gafsa","2024-04-18T09:45:00","59","17","COMPLETED","38.36","false","SUNNY","AUTO","22.5","8.1","0.8","5","15"
"Zarzis","2024-10-10T19:00:00","36","24","COMPLETED","55.91","false","SANDSTORM","AUTO","30.5","65.5","0.0","51","63"
"Zarzis","2023-06-09T04:45:00","46","6","COMPLETED","63.61","true","SUNNY","AUTO","30.5","19.1","0.5","58","33"
"El Kef","2023-11-25T02:45:00","25","23","COMPLETED","58.19","false","STORM","AUTO","8.1","78.2","38.6","59","53"
"Kebili","2024-11-27T07:45:00","58","20","COMPLETED","73.86","false","SUNNY","AUTO","36.6","17.4","0.8","70","16"
"Siliana","2022-11-17T21:30:00","27","16","COMPLETED","26.22","false","SUNNY","AUTO","32.3","22.3","0.7","56","5"
"Tozeur","2023-02-05T08:30:00","14","12","COMPLETED","41.64","true","RAIN","AUTO","19.4","23.1","19.8","5","23"
"Sfax","2024-02-18T14:00:00","43","9","COMPLETED","26.37","true","STORM","AUTO","11.1","108.8","38.7","71","84"
"Bizerte","2023-03-12T20:30:00","59","44","COMPLETED","52.74","true","SUNNY","AUTO","30.7","13.9","0.5","7","39"
"Tunis","2024-06-04T05:30:00","37","26","COMPLETED","11.57","true","SUNNY","AUTO","38.0","16.1","0.9","63","29"
"Djerba","2024-07-09T06:00:00","47","8","COMPLETED","18.87","false","SUNNY","AUTO","26.5","16.9","0.7","58","16"
"Kasserine","2022-12-07T18:30:00","19","11","COMPLETED","54.84","true","SANDSTORM","AUTO","30.3","58.9","0.0","49","97"
"Sfax","2023-02-18T07:00:00","35","14","COMPLETED","58.14","false","SUNNY","AUTO","37.8","15.6","0.8","63","11"
